TimeStamp [µs],47 (ID=0) [pV],48 (ID=1) [pV],46 (ID=2) [pV],45 (ID=3) [pV],38 (ID=4) [pV],37 (ID=5) [pV],28 (ID=6) [pV],36 (ID=7) [pV],27 (ID=8) [pV],17 (ID=9) [pV],26 (ID=10) [pV],16 (ID=11) [pV],35 (ID=12) [pV],25 (ID=13) [pV],Ref (ID=14) [pV],14 (ID=15) [pV],24 (ID=16) [pV],34 (ID=17) [pV],13 (ID=18) [pV],23 (ID=19) [pV],12 (ID=20) [pV],22 (ID=21) [pV],33 (ID=22) [pV],21 (ID=23) [pV],32 (ID=24) [pV],31 (ID=25) [pV],44 (ID=26) [pV],43 (ID=27) [pV],41 (ID=28) [pV],42 (ID=29) [pV],52 (ID=30) [pV],51 (ID=31) [pV],53 (ID=32) [pV],54 (ID=33) [pV],61 (ID=34) [pV],62 (ID=35) [pV],71 (ID=36) [pV],63 (ID=37) [pV],72 (ID=38) [pV],82 (ID=39) [pV],73 (ID=40) [pV],83 (ID=41) [pV],64 (ID=42) [pV],74 (ID=43) [pV],84 (ID=44) [pV],85 (ID=45) [pV],75 (ID=46) [pV],65 (ID=47) [pV],86 (ID=48) [pV],76 (ID=49) [pV],87 (ID=50) [pV],77 (ID=51) [pV],66 (ID=52) [pV],78 (ID=53) [pV],67 (ID=54) [pV],68 (ID=55) [pV],55 (ID=56) [pV],56 (ID=57) [pV],58 (ID=58) [pV],57 (ID=59) [pV]
52500,7867860,5364450,5662475,2861040,7629440,7033390,5722080,14901250,2205385,3218670,3635905,4351165,5364450,4768400,-1192100,7391020,7092995,3099460,6020105,5304845,7092995,5364450,5245240,9298380,2026570,834470,6735365,8106280,3933930,3516695,7092995,3695510,4708795,7391020,3218670,3695510,6318130,6258525,8046675,4947215,6794970,5841290,3933930,5722080,3278275,6079710,2980250,4351165,7748650,3933930,5483660,6973785,6079710,7927465,5126030,7689045,4768400,7152600,5245240,4112745
52600,-2264990,-3218670,-5126030,894075,-3814720,-7092995,-3397485,5722080,-7033390,-6914180,-6377735,-8702330,-3337880,-7212205,1192100,-3337880,-2503410,-3337880,-4291560,-3159065,-7867860,-2384200,-4470375,-5483660,-4947215,-19669650,-2503410,-1847755,-4351165,-7152600,-4351165,-6794970,-5126030,-4589585,-3993535,-5900895,-3218670,-1966965,-5602870,-6556550,-2741830,-4112745,-7152600,-8344700,-4708795,-6496945,-4708795,-6854575,-3159065,-5662475,-3933930,-3218670,-4529980,-3814720,-3635905,-4470375,-9417590,-5483660,-6914180,-5364450
52700,2324595,2384200,178815,3993535,2741830,1251705,-3099460,3039855,-1668940,1311310,1370915,596050,1192100,-357630,953680,-1966965,2443805,4172350,2741830,2264990,715260,3814720,1609335,-178815,-476840,-25093705,3635905,1490125,2324595,238420,238420,-178815,-655655,1847755,2801435,1251705,3457090,2622620,238420,1013285,3039855,417235,-1490125,-774865,-536445,-238420,1311310,-1072890,1609335,-238420,-596050,-774865,476840,894075,2503410,3337880,-417235,715260,-3337880,-1013285
52800,1788150,655655,-1788150,-1609335,1072890,-1728545,-4589585,178815,-1430520,-3218670,-2801435,1728545,2384200,0,953680,-2145780,-1668940,-1788150,1132495,2384200,596050,59605,-1728545,-1132495,-1251705,-10430875,1013285,-1311310,-655655,-1132495,-4649190,-2443805,-1430520,-59605,715260,1549730,1132495,-1072890,-2563015,-298025,834470,3695510,655655,-238420,-178815,-178815,1668940,953680,-715260,-178815,715260,-2443805,-953680,-2145780,-655655,-1966965,-2026570,476840,834470,-298025
52900,2503410,2622620,238420,10788505,2384200,1549730,-2086175,15080065,1966965,-357630,1072890,1668940,59605,2264990,119210,0,3397485,1430520,-715260,5185635,4351165,2145780,1251705,3874325,1966965,-6020105,4351165,1072890,1013285,1430520,59605,2741830,1013285,596050,-655655,1430520,1847755,3337880,1192100,-476840,3337880,2086175,2801435,238420,1728545,3039855,1490125,1609335,4053140,536445,357630,1609335,3933930,1847755,953680,1013285,2503410,834470,1966965,1668940
53000,1132495,1847755,-178815,596050,119210,59605,-2145780,2801435,1549730,-2682225,-953680,119210,-1430520,417235,1668940,-298025,1668940,2503410,-2443805,119210,476840,4708795,1668940,2384200,953680,-2980250,0,-59605,-1370915,-476840,-2682225,715260,-1311310,-774865,-596050,715260,0,1966965,-238420,715260,2205385,-2264990,-1788150,-2682225,2503410,-774865,-417235,-1370915,3695510,-834470,-4053140,2503410,-59605,-357630,2443805,1668940,-655655,2622620,-298025,-119210
53100,1192100,1907360,2861040,596050,3099460,2264990,-1549730,894075,2026570,-417235,-1430520,1966965,-1728545,5304845,834470,357630,2145780,4887610,2503410,894075,4231955,2205385,834470,1192100,2563015,10967320,2026570,2264990,119210,0,59605,894075,1311310,1132495,2503410,2980250,596050,3397485,2443805,-476840,119210,178815,-178815,2980250,1430520,1668940,1251705,-417235,2145780,-1311310,-59605,1490125,2801435,1609335,3159065,2324595,-119210,2145780,1549730,1490125
53200,-1072890,-178815,-178815,4529980,-834470,1728545,-715260,14007175,-178815,1430520,-1847755,-1370915,-2145780,1609335,238420,-1728545,178815,3278275,-238420,-476840,-1430520,-4112745,2205385,2384200,3099460,18835180,1251705,-2324595,-3874325,-4112745,-4828005,-2563015,-3635905,-655655,59605,-2741830,655655,-1013285,238420,-2801435,-2086175,-59605,-1788150,-1013285,-1013285,-298025,1251705,-417235,-1192100,-1668940,-1728545,-1251705,655655,-1013285,-357630,834470,-357630,-476840,-1132495,-774865
53300,0,1072890,1072890,3039855,1251705,1490125,357630,2503410,298025,2980250,-894075,1966965,2682225,1847755,655655,2563015,3516695,4649190,2920645,1072890,-2563015,774865,3337880,3039855,2145780,3039855,2622620,-476840,-59605,476840,-417235,-2086175,-119210,3576300,2622620,2205385,2205385,4351165,1251705,834470,2264990,1192100,596050,357630,1609335,2145780,2503410,1430520,1132495,476840,1192100,1132495,1668940,417235,1192100,536445,3099460,2920645,-1192100,2026570
53400,1013285,536445,1251705,6735365,2205385,-715260,-476840,536445,-1192100,1370915,1132495,953680,1609335,536445,894075,476840,4828005,5304845,3516695,1549730,-1788150,536445,1728545,4529980,1192100,1013285,1788150,-715260,2026570,119210,178815,-417235,-178815,2145780,894075,715260,3218670,3635905,178815,3218670,-953680,-298025,774865,-1311310,238420,774865,834470,-1370915,238420,2086175,3397485,655655,-1132495,1192100,834470,715260,1907360,2980250,-1549730,-774865
53500,-953680,-6198920,59605,-2145780,-2443805,-2682225,-6198920,-6556550,-2205385,-2503410,-3218670,655655,-4351165,-4112745,894075,-2980250,-1788150,655655,-2861040,0,-1966965,0,-4231955,2980250,-655655,-1132495,-2861040,-1668940,-4231955,-1668940,-5364450,-1847755,-4410770,-178815,-2741830,-4112745,1370915,-1132495,-5781685,-2741830,-894075,-3635905,-3755115,-2563015,-2861040,-3635905,-2324595,-1430520,-2503410,-3337880,-3218670,-1132495,-5424055,-1609335,-4649190,-5066425,-2145780,119210,-834470,-3814720
53600,1728545,238420,4470375,655655,4172350,4470375,-417235,-2563015,417235,1609335,3397485,5066425,3695510,2264990,-774865,2443805,3457090,3814720,1311310,3039855,-3397485,2086175,3516695,1728545,6496945,5841290,715260,1490125,1609335,2801435,1192100,655655,3278275,2384200,1609335,1788150,4410770,7092995,1192100,2861040,2682225,1788150,2801435,3516695,-59605,1966965,3516695,2384200,-178815,-1072890,2622620,2801435,2801435,536445,-715260,1907360,3159065,3576300,4410770,655655
53700,1788150,-596050,596050,1430520,1549730,3635905,3337880,-8642725,2384200,715260,1251705,2264990,5662475,2980250,-536445,1132495,2861040,1847755,-238420,655655,0,-774865,1907360,-476840,-834470,5900895,1668940,-1132495,3039855,774865,2264990,834470,-1072890,1490125,-417235,2145780,3695510,1072890,834470,1192100,1609335,-715260,715260,-417235,298025,3039855,-834470,-298025,1072890,-1549730,-596050,-1251705,-953680,3039855,1072890,178815,1192100,894075,3874325,417235
53800,5304845,2324595,4053140,1847755,3337880,3755115,4112745,-6854575,5245240,6318130,3218670,5483660,7987070,4589585,1072890,3099460,6079710,4172350,6020105,2920645,3635905,2384200,4112745,5543265,2205385,1788150,2264990,2503410,2026570,4529980,3397485,4351165,2324595,3159065,3159065,4410770,2682225,1728545,3457090,2682225,4470375,834470,3933930,2026570,1668940,3755115,3337880,2324595,2324595,1609335,3159065,4112745,3635905,2443805,1847755,3516695,3099460,3099460,1907360,4470375
53900,3755115,2622620,8642725,5066425,1192100,417235,1966965,298025,2801435,4291560,2801435,6198920,5364450,3933930,-357630,2264990,2980250,4589585,4768400,3278275,476840,4291560,3397485,6735365,2980250,6914180,3695510,3218670,2026570,3933930,894075,1788150,1668940,3516695,1192100,2861040,774865,59605,6437340,1430520,4529980,834470,2145780,3814720,1668940,2145780,2145780,2443805,2205385,1966965,4828005,3755115,834470,357630,2384200,1430520,2801435,2443805,4947215,2622620
54000,-2026570,834470,1370915,-3755115,-1609335,1430520,-2801435,-7212205,-2503410,59605,-3755115,-1668940,-417235,-2264990,-357630,-1728545,-119210,894075,-2264990,-1668940,-953680,774865,2682225,-1609335,-2324595,15020460,-655655,-1490125,-3039855,-1132495,-119210,-536445,-2741830,536445,-4947215,-1549730,-1728545,238420,-2086175,-1728545,-2741830,-2384200,-4589585,-1549730,-2264990,-59605,-1966965,596050,-3933930,-5364450,-655655,-715260,-3993535,-2443805,0,-2861040,1251705,-1788150,298025,-894075
54100,-8523515,-10907715,-10013640,-13828360,-8583120,-8702330,-8046675,-21517405,-10907715,-7391020,-10907715,-8225490,-9894430,-7212205,-655655,-9894430,-6496945,-9179170,-10848110,-10073245,-12099815,-7569835,-7987070,-8761935,-8702330,1132495,-7331415,-9536800,-12159420,-7212205,-7867860,-8404305,-12219025,-7331415,-12695865,-10252060,-9894430,-10132850,-10252060,-10132850,-7808255,-9775220,-9357985,-9238775,-9536800,-9894430,-6437340,-8642725,-6139315,-12397840,-10430875,-9179170,-10013640,-8940750,-7271810,-12576655,-8702330,-8821540,-9059960,-6556550
54200,-3874325,-2443805,-6616155,59605,-6735365,-953680,2086175,-12874680,119210,-3278275,-2920645,-1013285,-2086175,-2563015,238420,-2920645,-2980250,-2264990,-3218670,-2563015,-2563015,-2563015,-5006820,-3278275,-3457090,-3457090,-4708795,-4470375,-2086175,-4649190,-2086175,-2384200,-4172350,-3576300,-4708795,-5126030,-5841290,-4112745,-2861040,-3755115,-3933930,-5126030,-3159065,-4291560,-3397485,-4470375,-1847755,-2205385,-3635905,-5841290,-3755115,-5841290,-3695510,-3218670,-4112745,-3099460,-3099460,-4470375,-3695510,-2682225
54300,238420,-2324595,-59605,-3874325,-3993535,298025,178815,59605,1132495,298025,-1192100,-238420,-3039855,178815,774865,-1370915,834470,894075,-3039855,-357630,2264990,-834470,-596050,1668940,-1132495,9238775,-715260,-4112745,417235,-5722080,-1966965,-178815,-715260,-3874325,-1013285,-3755115,-3278275,-1728545,-2622620,-3814720,-357630,-178815,-2145780,178815,-357630,-2563015,-3576300,-2086175,-2563015,-2443805,-1788150,-3218670,-2145780,-3218670,-2563015,-2563015,-1072890,-3039855,-1966965,-3159065
54400,3755115,2503410,5006820,5185635,-536445,3397485,1251705,9179170,4887610,2801435,2801435,2920645,2086175,4828005,1251705,3814720,2920645,6258525,-536445,3159065,3874325,3933930,6914180,4768400,3814720,14543620,6735365,1430520,1370915,3159065,2205385,4708795,2622620,536445,1907360,2145780,1907360,834470,2205385,3337880,5066425,2503410,3457090,3397485,3218670,1192100,2563015,1311310,4291560,2861040,2563015,3933930,1847755,2741830,238420,2443805,4291560,4470375,4589585,476840
54500,2622620,6914180,4947215,2264990,834470,4112745,2801435,-1311310,5126030,6318130,4351165,2443805,5841290,5066425,-536445,3397485,2801435,5424055,3993535,2026570,6020105,3397485,4768400,4947215,715260,-1788150,3755115,6020105,4887610,3457090,4172350,5722080,-178815,3218670,3635905,1311310,2563015,2264990,1549730,3874325,3457090,4529980,3993535,2682225,1490125,3457090,3635905,3159065,1847755,3576300,1847755,5781685,2622620,2563015,1728545,3993535,5245240,3814720,1847755,3576300
54600,357630,476840,4291560,3635905,1966965,-655655,2801435,-4291560,-178815,2205385,357630,536445,-1430520,3278275,-1251705,357630,1013285,655655,1370915,1370915,1251705,-894075,4053140,-357630,-238420,1490125,2384200,2801435,-894075,-238420,-417235,596050,-357630,3397485,-1490125,2384200,-178815,1728545,894075,-178815,-2443805,-3337880,-1072890,-2622620,-2026570,-834470,178815,1132495,-1311310,1251705,-1311310,2026570,59605,-536445,-774865,596050,1251705,-1013285,536445,-894075
54700,-2205385,-834470,357630,-953680,-3576300,-1966965,238420,-298025,-4529980,-1728545,-2861040,-1609335,-5841290,-1609335,-1251705,-1013285,-774865,-357630,-1668940,178815,1788150,-3695510,3993535,-1072890,894075,-4410770,-1728545,-894075,59605,-1609335,-3933930,-1370915,-3755115,-1370915,-3576300,0,-3635905,-3278275,-1370915,-1728545,-2324595,-2384200,-3993535,-1013285,-4410770,-3218670,-4887610,-3874325,-4470375,-536445,-2563015,-2920645,-3039855,-2026570,-2622620,-178815,-3039855,-4172350,-417235,-2205385
54800,-417235,-357630,596050,-2801435,238420,2741830,3874325,1132495,-655655,1847755,119210,-1549730,-2264990,1370915,-1132495,476840,1370915,1490125,3099460,715260,3457090,953680,2622620,2801435,1251705,10252060,834470,1966965,1490125,-715260,-1192100,1072890,1549730,1251705,-1430520,536445,-2920645,834470,357630,3039855,953680,1311310,357630,-476840,1013285,1192100,-1728545,1251705,715260,2264990,1907360,536445,-1192100,536445,655655,1311310,1311310,-3635905,2384200,-655655
54900,774865,1370915,774865,-1966965,-298025,119210,1192100,-7987070,-357630,1609335,59605,-1907360,-1788150,1311310,-953680,1549730,2563015,-238420,774865,2861040,6735365,3516695,894075,-476840,-536445,3516695,119210,1788150,-715260,-2503410,-1966965,-1311310,-1251705,1609335,-2384200,-1847755,-596050,1847755,-417235,1311310,-1251705,-834470,-1192100,834470,-119210,-238420,1966965,-1132495,-357630,715260,59605,2503410,-178815,715260,-1192100,715260,953680,1013285,1132495,-1311310
55000,-1847755,-1132495,1192100,2622620,-2145780,-476840,-178815,2563015,-3397485,-1192100,-1668940,-1728545,715260,-417235,953680,-1370915,2384200,476840,655655,0,774865,417235,-476840,-119210,298025,15139670,1788150,-357630,-1847755,-1668940,-1549730,-1192100,-1609335,-1251705,-3278275,-178815,-1609335,-1370915,-1072890,-59605,-2145780,-2443805,1609335,-2622620,-1490125,-238420,-1072890,-1668940,-2205385,-1549730,1072890,-178815,-1966965,-834470,-3337880,-953680,1907360,-834470,-894075,-1728545
55100,-6020105,-8940750,-5483660,-13768755,-8702330,-6437340,-5066425,-16212560,-8106280,-5781685,-8106280,-10490480,-5543265,-6020105,-178815,-6794970,-3933930,-2503410,-1907360,-6079710,-5126030,-4649190,-2980250,-5662475,-8523515,894075,-6675760,-5006820,-8046675,-4291560,-5662475,-7152600,-9715615,-6437340,-8761935,-7092995,-6020105,-8225490,-6556550,-6556550,-5543265,-8046675,-6794970,-8046675,-6675760,-6377735,-8523515,-7510230,-6735365,-8046675,-8404305,-8046675,-10788505,-6020105,-10192455,-4172350,-5722080,-7748650,-5006820,-6377735
55200,1728545,3397485,655655,-5722080,1251705,3337880,2384200,-9059960,-1549730,-1072890,1668940,-774865,-596050,-59605,-178815,3039855,3099460,3933930,3635905,4828005,3635905,4172350,4172350,3457090,2324595,4589585,3576300,2622620,2384200,3099460,3576300,1072890,655655,3695510,-1251705,2503410,476840,596050,2622620,2026570,1013285,4053140,3755115,774865,1788150,1728545,2264990,2443805,2086175,1311310,-1788150,2205385,476840,1668940,1549730,2682225,953680,1311310,2086175,0
55300,2980250,2741830,-2920645,10013640,834470,-953680,-536445,-10252060,-1668940,-2026570,-536445,-178815,119210,-1370915,1311310,953680,1251705,2264990,476840,1013285,3278275,834470,-1251705,-2026570,655655,14126385,4470375,1847755,-536445,-1192100,774865,-655655,-178815,3576300,655655,4112745,-238420,59605,119210,655655,-1907360,2086175,0,834470,-2980250,536445,178815,1251705,1192100,417235,-2384200,-536445,774865,357630,-1728545,1311310,-1668940,-119210,715260,476840
55400,4231955,1192100,-596050,10967320,3814720,3814720,536445,-9059960,3576300,1311310,1609335,1847755,3993535,-417235,1430520,1907360,1668940,5483660,1430520,4410770,2264990,536445,2324595,1192100,1490125,28193165,3993535,536445,1549730,1370915,2145780,1251705,4410770,1132495,2563015,5841290,1966965,536445,3576300,3159065,1668940,5543265,1668940,1430520,178815,2861040,2741830,2682225,2622620,2205385,-119210,2801435,4172350,2324595,953680,1192100,1668940,2682225,2026570,59605
55500,-4887610,-7092995,-4470375,-14126385,-2205385,-4887610,-6198920,-3755115,-3635905,-2443805,-1966965,-5304845,-2086175,-2920645,953680,-2563015,-4589585,-3576300,-1847755,-1549730,-5841290,-834470,-3993535,-6377735,-2801435,18537155,-3695510,-2563015,-4231955,-6198920,-3695510,-6437340,-3039855,1013285,-3159065,-3039855,-6496945,-5722080,-2026570,-2920645,-3993535,-2920645,-3635905,-5841290,-6854575,-3814720,-3218670,-4947215,-5066425,-2920645,-3278275,-2980250,-3993535,-4410770,-3457090,-4410770,-4529980,-4947215,-5602870,-6198920
55600,2205385,1490125,4708795,1609335,3933930,1549730,-1668940,-2741830,4947215,1847755,834470,3993535,4053140,1072890,1370915,1788150,476840,4231955,2264990,2503410,178815,3099460,3516695,3993535,1907360,9477195,3457090,4351165,3874325,-1370915,1311310,-655655,2324595,1668940,1609335,3516695,-59605,834470,774865,2384200,476840,2264990,2384200,774865,834470,1728545,715260,-894075,1668940,1966965,953680,2324595,417235,655655,1788150,2622620,1430520,2086175,536445,596050
55700,1728545,1907360,3576300,7629440,2443805,1311310,-655655,-1490125,4291560,298025,2026570,4351165,3695510,-894075,1966965,596050,953680,4887610,4649190,2443805,2145780,-357630,834470,1847755,1072890,10669295,2205385,-953680,238420,596050,5185635,2145780,1192100,2384200,357630,3159065,2026570,2682225,1311310,1668940,953680,1907360,3516695,178815,1728545,1490125,1549730,1847755,2324595,3874325,2980250,1430520,2861040,2145780,3337880,2324595,119210,834470,3099460,1072890
55800,-6198920,-7391020,-6318130,-8463910,-3337880,-5126030,-6198920,-3933930,-3218670,-6258525,-5543265,-5245240,-5543265,-3933930,1728545,-7212205,-6914180,-3159065,-4351165,-6496945,-2682225,-5662475,-7092995,-4649190,-6258525,8225490,-3337880,-9715615,-7510230,-7569835,-4887610,-2980250,-7212205,-5304845,-7092995,-4708795,-7927465,-7748650,-5424055,-6079710,-7569835,-6675760,-7748650,-9298380,-6258525,-7331415,-8761935,-7331415,-6079710,-5662475,-5424055,-5841290,-3993535,-7808255,-4351165,-7152600,-4887610,-7987070,-6854575,-7391020
55900,-11563370,-12576655,-13411125,-17404660,-12755470,-12159420,-13768755,-18954390,-11503765,-15735720,-13649545,-12993890,-10073245,-11026925,-1370915,-12695865,-13113100,-15795325,-14841645,-13649545,-13232310,-13828360,-13113100,-15199275,-10848110,-5245240,-10967320,-15437695,-13768755,-14364805,-15497300,-12934285,-13768755,-12636260,-12874680,-13589940,-14305200,-13291915,-13351520,-14245595,-13887965,-13411125,-14007175,-13470730,-15318485,-11921000,-14782040,-15199275,-13709150,-14305200,-11503765,-12338235,-11921000,-11921000,-9834825,-15020460,-12397840,-14364805,-13172705,-12576655
56000,-2563015,-4291560,-3457090,3576300,59605,-2443805,-1311310,-5602870,-1907360,-2861040,-4172350,476840,-536445,-1788150,-119210,-3159065,-1251705,-1668940,-3039855,-3099460,-1490125,-3337880,-2264990,-5364450,-894075,-6735365,-2026570,-6735365,-2920645,-1370915,-5662475,-1192100,-4112745,-2741830,-2563015,-1907360,-3397485,-3874325,-3159065,-2563015,-2741830,-2980250,-1907360,-5006820,-4470375,-417235,-3576300,-1311310,-1192100,-1251705,-2384200,-3159065,-536445,-1251705,-417235,-2264990,-1966965,-2980250,-4828005,-4112745
56100,2980250,2205385,3576300,7689045,1966965,1370915,4470375,-4887610,2443805,774865,-417235,2741830,178815,-596050,2205385,2861040,1609335,655655,417235,715260,1966965,3159065,-59605,3218670,1013285,1609335,3278275,-238420,3099460,1847755,-1311310,5245240,2682225,596050,2324595,1549730,1072890,238420,238420,2026570,3278275,1013285,357630,59605,1907360,5006820,-2026570,2503410,4470375,2563015,3099460,2503410,357630,1728545,2563015,774865,2503410,2026570,1370915,1609335
56200,3993535,3874325,4947215,1549730,1549730,5245240,2801435,-9417590,4470375,1847755,2443805,5126030,5424055,2086175,298025,2741830,3099460,4589585,1192100,2861040,1907360,4053140,4053140,3933930,1907360,9059960,2622620,1251705,4053140,2980250,3218670,4291560,3933930,3099460,2563015,2384200,1430520,3397485,-59605,2741830,3039855,-59605,3039855,1072890,5602870,2801435,1311310,3337880,1966965,2026570,4172350,3397485,1490125,1132495,2324595,2145780,1132495,3576300,5424055,3099460
56300,774865,-834470,-1192100,6973785,2861040,1609335,3814720,-3814720,1251705,-59605,-1132495,1430520,3397485,-417235,-1192100,-119210,1788150,3159065,-1609335,-2264990,-2741830,-3218670,-2563015,2563015,-2264990,5364450,-1728545,-1370915,3457090,2026570,357630,-59605,298025,-178815,-238420,834470,-536445,-2384200,-2205385,-834470,1728545,119210,476840,2324595,1728545,476840,-774865,-357630,1072890,-1490125,1430520,834470,2145780,1847755,2920645,3337880,1192100,1430520,953680,178815
